0.125,0.5025,0.9975,0.5525,0.7475,1.1475,1.11,1.22,1.5025
0.5025,0.125,0.4975,0.7475,0.5525,0.745,1.22,1.11,1.22
0.9975,0.4975,0.125,1.1475,0.745,0.5525,1.5025,1.22,1.11
0.5525,0.7475,1.1475,0.125,0.51,1.015,0.56,0.7575,1.165
0.7475,0.5525,0.745,0.51,0.125,0.505,0.7575,0.56,0.755
1.1475,0.745,0.5525,1.015,0.505,0.125,1.165,0.755,0.56
1.11,1.22,1.5025,0.56,0.7575,1.165,0.125,0.5175,1.03
1.22,1.11,1.22,0.7575,0.56,0.755,0.5175,0.125,0.5125
1.5025,1.22,1.11,1.165,0.755,0.56,1.03,0.5125,0.125
